COMMON_NAME,SCIENTIFIC_NAME,MIGRATORY_STATUS,SOURCE_OF_MIGRATORY_STATUS,IUCN_HABITATS,AUDUBON_HABITAT
Abert's Towhee,Melozone aberti,resident,1,artificial_terrestrial,Shrubland
Abert's Towhee,Melozone aberti,resident,1,savanna,Shrubland
Abert's Towhee,Melozone aberti,resident,1,shrubland,Shrubland
Acadian Flycatcher,Empidonax virescens,long,0,artificial_terrestrial,Woodland
Acadian Flycatcher,Empidonax virescens,long,0,forest,Woodland
Acadian Flycatcher,Empidonax virescens,long,0,shrubland,Woodland
Acadian Flycatcher,Empidonax virescens,long,0,wetlands_inland,Woodland
Acorn Woodpecker,Melanerpes formicivorus,resident,1,artificial_terrestrial,Woodland
Acorn Woodpecker,Melanerpes formicivorus,resident,1,forest,Woodland
Acorn Woodpecker,Melanerpes formicivorus,resident,1,grassland,Woodland
Alder Flycatcher,Empidonax alnorum,long,1,forest,Wetland
Alder Flycatcher,Empidonax alnorum,long,1,shrubland,Wetland
Alder Flycatcher,Empidonax alnorum,long,1,wetlands_inland,Wetland
Allen's Hummingbird,Selasphorus sasin,moderate,0,forest,Shrubland
Allen's Hummingbird,Selasphorus sasin,moderate,0,shrubland,Shrubland
Altamira Oriole,Icterus gularis,resident,1,forest,Woodland
Altamira Oriole,Icterus gularis,resident,1,savanna,Woodland
Altamira Oriole,Icterus gularis,resident,1,shrubland,Woodland
American Avocet,Recurvirostra americana,short,0,marine_intertidal,Wetland
American Avocet,Recurvirostra americana,short,0,wetlands_inland,Wetland
American Bittern,Botaurus lentiginosus,short,0,wetlands_inland,Wetland
American Black Duck,Anas rubripes,short,0,marine_coastal_supratidal,Wetland
American Black Duck,Anas rubripes,short,0,marine_intertidal,Wetland
American Black Duck,Anas rubripes,short,0,marine_neritic,Wetland
American Black Duck,Anas rubripes,short,0,wetlands_inland,Wetland
American Coot,Fulica americana,short,0,marine_intertidal,Wetland
American Coot,Fulica americana,short,0,wetlands_inland,Wetland
American Crow,Corvus brachyrhynchos,withdrawal,1,artificial_terrestrial,Various
American Crow,Corvus brachyrhynchos,withdrawal,1,forest,Various
American Crow,Corvus brachyrhynchos,withdrawal,1,grassland,Various
American Crow,Corvus brachyrhynchos,withdrawal,1,shrubland,Various
American Dipper,Cinclus mexicanus,resident,1,wetlands_inland,Wetland
American Golden-Plover,Pluvialis dominica,long,1,artificial_terrestrial,Grassland
American Golden-Plover,Pluvialis dominica,long,1,grassland,Grassland
American Golden-Plover,Pluvialis dominica,long,1,marine_intertidal,Grassland
American Golden-Plover,Pluvialis dominica,long,1,wetlands_inland,Grassland
American Goldfinch,Spinus tristis,short,0,artificial_terrestrial,Various
American Goldfinch,Spinus tristis,short,0,forest,Various
American Goldfinch,Spinus tristis,short,0,grassland,Various
American Goldfinch,Spinus tristis,short,0,shrubland,Various
American Kestrel,Falco sparverius,short,0,artificial_terrestrial,Grassland
American Kestrel,Falco sparverius,short,0,desert,Grassland
American Kestrel,Falco sparverius,short,0,forest,Grassland
American Kestrel,Falco sparverius,short,0,grassland,Grassland
American Kestrel,Falco sparverius,short,0,savanna,Grassland
American Kestrel,Falco sparverius,short,0,shrubland,Grassland
American Kestrel,Falco sparverius,short,0,wetlands_inland,Grassland
American Oystercatcher,Haematopus palliatus,withdrawal,0,marine_intertidal,Wetland
American Pipit,Anthus rubescens,moderate,0,artificial_terrestrial,Grassland
American Pipit,Anthus rubescens,moderate,0,grassland,Grassland
American Pipit,Anthus rubescens,moderate,0,marine_intertidal,Grassland
American Pipit,Anthus rubescens,moderate,0,rocky,Grassland
American Pipit,Anthus rubescens,moderate,0,wetlands_inland,Grassland
American Redstart,Setophaga ruticilla,moderate,0,artificial_terrestrial,Woodland
American Redstart,Setophaga ruticilla,moderate,0,forest,Woodland
American Redstart,Setophaga ruticilla,moderate,0,shrubland,Woodland
American Robin,Turdus migratorius,short,0,artificial_terrestrial,Woodland
American Robin,Turdus migratorius,short,0,forest,Woodland
American Robin,Turdus migratorius,short,0,shrubland,Woodland
American Three-toed Woodpecker,Picoides dorsalis,resident,1,forest,Woodland
American Tree Sparrow,Spizella arborea,moderate,0,artificial_terrestrial,Shrubland
American Tree Sparrow,Spizella arborea,moderate,0,grassland,Shrubland
American Tree Sparrow,Spizella arborea,moderate,0,shrubland,Shrubland
American Tree Sparrow,Spizella arborea,moderate,0,wetlands_inland,Shrubland
American White Pelican,Pelecanus erythrorhynchos,moderate,0,marine_coastal_supratidal,Wetland
American White Pelican,Pelecanus erythrorhynchos,moderate,0,marine_neritic,Wetland
American White Pelican,Pelecanus erythrorhynchos,moderate,0,wetlands_inland,Wetland
American Wigeon,Anas americana,short,0,grassland,Wetland
American Wigeon,Anas americana,short,0,marine_coastal_supratidal,Wetland
American Wigeon,Anas americana,short,0,marine_intertidal,Wetland
American Wigeon,Anas americana,short,0,marine_neritic,Wetland
American Wigeon,Anas americana,short,0,wetlands_inland,Wetland
American Woodcock,Scolopax minor,short,0,forest,Wetland
American Woodcock,Scolopax minor,short,0,shrubland,Wetland
Ancient Murrelet,Synthliboramphus antiquus,short,1,marine_coastal_supratidal,Ocean
Ancient Murrelet,Synthliboramphus antiquus,short,1,marine_intertidal,Ocean
Ancient Murrelet,Synthliboramphus antiquus,short,1,marine_neritic,Ocean
Ancient Murrelet,Synthliboramphus antiquus,short,1,marine_oceanic,Ocean
Anhinga,Anhinga anhinga,withdrawal,1,wetlands_inland,Wetland
Anna's Hummingbird,Calypte anna,short,0,artificial_terrestrial,Woodland
Anna's Hummingbird,Calypte anna,short,0,forest,Woodland
Anna's Hummingbird,Calypte anna,short,0,savanna,Woodland
Anna's Hummingbird,Calypte anna,short,0,shrubland,Woodland
Aplomado Falcon,Falco femoralis,resident,1,artificial_terrestrial,Grassland
Aplomado Falcon,Falco femoralis,resident,1,desert,Grassland
Aplomado Falcon,Falco femoralis,resident,1,grassland,Grassland
Aplomado Falcon,Falco femoralis,resident,1,savanna,Grassland
Aplomado Falcon,Falco femoralis,resident,1,wetlands_inland,Grassland
Arctic Tern,Sterna paradisaea,long,1,grassland,Wetland
Arctic Tern,Sterna paradisaea,long,1,marine_coastal_supratidal,Wetland
Arctic Tern,Sterna paradisaea,long,1,marine_intertidal,Wetland
Arctic Tern,Sterna paradisaea,long,1,marine_neritic,Wetland
Arctic Tern,Sterna paradisaea,long,1,wetlands_inland,Wetland
Arctic Warbler,Phylloscopus borealis,long,1,artificial_terrestrial,Shrubland
Arctic Warbler,Phylloscopus borealis,long,1,forest,Shrubland
Arctic Warbler,Phylloscopus borealis,long,1,shrubland,Shrubland
Arctic Warbler,Phylloscopus borealis,long,1,wetlands_inland,Shrubland
Arizona Woodpecker,Picoides arizonae,resident,1,forest,Woodland
Ash-throated Flycatcher,Myiarchus cinerascens,withdrawal,0,artificial_terrestrial,Shrubland
Ash-throated Flycatcher,Myiarchus cinerascens,withdrawal,0,forest,Shrubland
Ash-throated Flycatcher,Myiarchus cinerascens,withdrawal,0,shrubland,Shrubland
Ash-throated Flycatcher,Myiarchus cinerascens,withdrawal,0,wetlands_inland,Shrubland
Audubon's Oriole,Icterus graduacauda,resident,1,forest,Woodland
Audubon's Oriole,Icterus graduacauda,resident,1,wetlands_inland,Woodland
Bachman's Sparrow,Peucaea aestivalis,withdrawal,0,forest,Woodland
Bachman's Sparrow,Peucaea aestivalis,withdrawal,0,shrubland,Woodland
Baird's Sparrow,Ammodramus bairdii,moderate,0,artificial_terrestrial,Grassland
Baird's Sparrow,Ammodramus bairdii,moderate,0,grassland,Grassland
Bald Eagle,Haliaeetus leucocephalus,short,0,artificial_aquatic_marine,Wetland
Bald Eagle,Haliaeetus leucocephalus,short,0,forest,Wetland
Bald Eagle,Haliaeetus leucocephalus,short,0,grassland,Wetland
Bald Eagle,Haliaeetus leucocephalus,short,0,marine_intertidal,Wetland
Bald Eagle,Haliaeetus leucocephalus,short,0,marine_neritic,Wetland
Bald Eagle,Haliaeetus leucocephalus,short,0,shrubland,Wetland
Bald Eagle,Haliaeetus leucocephalus,short,0,wetlands_inland,Wetland
Baltimore Oriole,Icterus galbula,moderate,0,artificial_terrestrial,Woodland
Baltimore Oriole,Icterus galbula,moderate,0,forest,Woodland
Baltimore Oriole,Icterus galbula,moderate,0,grassland,Woodland
Band-tailed Pigeon,Patagioenas fasciata,withdrawal,0,artificial_terrestrial,Woodland
Band-tailed Pigeon,Patagioenas fasciata,withdrawal,0,forest,Woodland
Band-tailed Pigeon,Patagioenas fasciata,withdrawal,0,savanna,Woodland
Bank Swallow,Riparia riparia,long,1,artificial_aquatic_marine,Various
Bank Swallow,Riparia riparia,long,1,artificial_terrestrial,Various
Bank Swallow,Riparia riparia,long,1,grassland,Various
Bank Swallow,Riparia riparia,long,1,wetlands_inland,Various
Barn Owl,Tyto alba,withdrawal,0,artificial_aquatic_marine,Grassland
Barn Owl,Tyto alba,withdrawal,0,artificial_terrestrial,Grassland
Barn Owl,Tyto alba,withdrawal,0,caves,Grassland
Barn Owl,Tyto alba,withdrawal,0,grassland,Grassland
Barn Owl,Tyto alba,withdrawal,0,savanna,Grassland
Barn Owl,Tyto alba,withdrawal,0,shrubland,Grassland
Barn Owl,Tyto alba,withdrawal,0,wetlands_inland,Grassland
Barn Swallow,Hirundo rustica,moderate,0,artificial_aquatic_marine,Various
Barn Swallow,Hirundo rustica,moderate,0,artificial_terrestrial,Various
Barn Swallow,Hirundo rustica,moderate,0,grassland,Various
Barn Swallow,Hirundo rustica,moderate,0,savanna,Various
Barn Swallow,Hirundo rustica,moderate,0,shrubland,Various
Barn Swallow,Hirundo rustica,moderate,0,wetlands_inland,Various
Barred Owl,Strix varia,resident,1,artificial_terrestrial,Woodland
Barred Owl,Strix varia,resident,1,forest,Woodland
Barred Owl,Strix varia,resident,1,wetlands_inland,Woodland
Barrow's Goldeneye,Bucephala islandica,moderate,0,forest,Wetland
Barrow's Goldeneye,Bucephala islandica,moderate,0,marine_coastal_supratidal,Wetland
Barrow's Goldeneye,Bucephala islandica,moderate,0,wetlands_inland,Wetland
Bay-breasted Warbler,Setophaga castanea,long,1,forest,Woodland
Bell's Sparrow,Artemisiospiza belli,short,0,artificial_terrestrial,Shrubland
Bell's Sparrow,Artemisiospiza belli,short,0,shrubland,Shrubland
Bell's Vireo,Vireo bellii,moderate,0,forest,Shrubland
Bell's Vireo,Vireo bellii,moderate,0,shrubland,Shrubland
Belted Kingfisher,Megaceryle alcyon,short,0,artificial_terrestrial,Wetland
Belted Kingfisher,Megaceryle alcyon,short,0,forest,Wetland
Belted Kingfisher,Megaceryle alcyon,short,0,wetlands_inland,Wetland
Bendire's Thrasher,Toxostoma bendirei,withdrawal,1,desert,Shrubland
Bendire's Thrasher,Toxostoma bendirei,withdrawal,1,grassland,Shrubland
Bendire's Thrasher,Toxostoma bendirei,withdrawal,1,shrubland,Shrubland
Bewick's Wren,Thryomanes bewickii,short,0,artificial_terrestrial,Shrubland
Bewick's Wren,Thryomanes bewickii,short,0,forest,Shrubland
Bewick's Wren,Thryomanes bewickii,short,0,shrubland,Shrubland
Black Guillemot,Cepphus grylle,withdrawal,1,marine_coastal_supratidal,Ocean
Black Guillemot,Cepphus grylle,withdrawal,1,marine_intertidal,Ocean
Black Guillemot,Cepphus grylle,withdrawal,1,marine_neritic,Ocean
Black Guillemot,Cepphus grylle,withdrawal,1,marine_oceanic,Ocean
Black Oystercatcher,Haematopus bachmani,resident,1,marine_intertidal,Wetland
Black Phoebe,Sayornis nigricans,withdrawal,0,artificial_aquatic_marine,Wetland
Black Phoebe,Sayornis nigricans,withdrawal,0,artificial_terrestrial,Wetland
Black Phoebe,Sayornis nigricans,withdrawal,0,rocky,Wetland
Black Phoebe,Sayornis nigricans,withdrawal,0,shrubland,Wetland
Black Phoebe,Sayornis nigricans,withdrawal,0,wetlands_inland,Wetland
Black Rail,Laterallus jamaicensis,short,0,marine_intertidal,Wetland
Black Rail,Laterallus jamaicensis,short,0,wetlands_inland,Wetland
Black Rosy-Finch,Leucosticte atrata,short,0,grassland,Various
Black Scoter,Melanitta americana,moderate,0,marine_neritic,Wetland
Black Scoter,Melanitta americana,moderate,0,shrubland,Wetland
Black Scoter,Melanitta americana,moderate,0,wetlands_inland,Wetland
Black Skimmer,Rynchops niger,withdrawal,0,marine_coastal_supratidal,Wetland
Black Skimmer,Rynchops niger,withdrawal,0,marine_intertidal,Wetland
Black Skimmer,Rynchops niger,withdrawal,0,marine_neritic,Wetland
Black Skimmer,Rynchops niger,withdrawal,0,wetlands_inland,Wetland
Black Swift,Cypseloides niger,long,1,artificial_terrestrial,Various
Black Swift,Cypseloides niger,long,1,forest,Various
Black Swift,Cypseloides niger,long,1,rocky,Various
Black Tern,Chlidonias niger,long,1,artificial_aquatic_marine,Wetland
Black Tern,Chlidonias niger,long,1,marine_coastal_supratidal,Wetland
Black Tern,Chlidonias niger,long,1,marine_neritic,Wetland
Black Tern,Chlidonias niger,long,1,marine_oceanic,Wetland
Black Tern,Chlidonias niger,long,1,wetlands_inland,Wetland
Black Turnstone,Arenaria melanocephala,moderate,0,grassland,Wetland
Black Turnstone,Arenaria melanocephala,moderate,0,marine_intertidal,Wetland
Black Vulture,Coragyps atratus,resident,1,artificial_terrestrial,Various
Black Vulture,Coragyps atratus,resident,1,forest,Various
Black Vulture,Coragyps atratus,resident,1,grassland,Various
Black Vulture,Coragyps atratus,resident,1,shrubland,Various
Black-and-white Warbler,Mniotilta varia,moderate,0,forest,Woodland
Black-and-white Warbler,Mniotilta varia,moderate,0,shrubland,Woodland
Black-backed Woodpecker,Picoides arcticus,resident,1,forest,Woodland
Black-bellied Plover,Pluvialis squatarola,moderate,0,grassland,Wetland
Black-bellied Plover,Pluvialis squatarola,moderate,0,marine_coastal_supratidal,Wetland
Black-bellied Plover,Pluvialis squatarola,moderate,0,marine_intertidal,Wetland
Black-bellied Whistling-Duck,Dendrocygna autumnalis,withdrawal,1,artificial_terrestrial,Wetland
Black-bellied Whistling-Duck,Dendrocygna autumnalis,withdrawal,1,wetlands_inland,Wetland
Black-billed Cuckoo,Coccyzus erythropthalmus,long,1,forest,Woodland
Black-billed Cuckoo,Coccyzus erythropthalmus,long,1,shrubland,Woodland
Black-billed Magpie,Pica hudsonia,resident,1,artificial_terrestrial,Woodland
Black-billed Magpie,Pica hudsonia,resident,1,forest,Woodland
Black-billed Magpie,Pica hudsonia,resident,1,grassland,Woodland
Black-billed Magpie,Pica hudsonia,resident,1,rocky,Woodland
Black-billed Magpie,Pica hudsonia,resident,1,shrubland,Woodland
Blackburnian Warbler,Setophaga fusca,long,1,forest,Woodland
Black-capped Chickadee,Poecile atricapillus,resident,1,artificial_terrestrial,Woodland
Black-capped Chickadee,Poecile atricapillus,resident,1,forest,Woodland
Black-capped Vireo,Vireo atricapilla,moderate,0,forest,Shrubland
Black-capped Vireo,Vireo atricapilla,moderate,0,shrubland,Shrubland
Black-chinned Hummingbird,Archilochus alexandri,short,0,artificial_terrestrial,Woodland
Black-chinned Hummingbird,Archilochus alexandri,short,0,forest,Woodland
Black-chinned Hummingbird,Archilochus alexandri,short,0,shrubland,Woodland
Black-chinned Sparrow,Spizella atrogularis,short,0,shrubland,Shrubland
Black-crested Titmouse,Baeolophus atricristatus,resident,1,forest,Woodland
Black-crested Titmouse,Baeolophus atricristatus,resident,1,shrubland,Woodland
Black-crowned Night-Heron,Nycticorax nycticorax,short,0,forest,Wetland
Black-crowned Night-Heron,Nycticorax nycticorax,short,0,marine_intertidal,Wetland
Black-crowned Night-Heron,Nycticorax nycticorax,short,0,wetlands_inland,Wetland
Black-headed Grosbeak,Pheucticus melanocephalus,short,0,forest,Woodland
Black-headed Gull,Chroicocephalus ridibundus,moderate,0,artificial_aquatic_marine,Wetland
Black-headed Gull,Chroicocephalus ridibundus,moderate,0,artificial_terrestrial,Wetland
Black-headed Gull,Chroicocephalus ridibundus,moderate,0,grassland,Wetland
Black-headed Gull,Chroicocephalus ridibundus,moderate,0,marine_coastal_supratidal,Wetland
Black-headed Gull,Chroicocephalus ridibundus,moderate,0,marine_intertidal,Wetland
Black-headed Gull,Chroicocephalus ridibundus,moderate,0,marine_neritic,Wetland
Black-headed Gull,Chroicocephalus ridibundus,moderate,0,wetlands_inland,Wetland
Black-legged Kittiwake,Rissa tridactyla,moderate,1,marine_coastal_supratidal,Wetland
Black-legged Kittiwake,Rissa tridactyla,moderate,1,marine_intertidal,Wetland
Black-legged Kittiwake,Rissa tridactyla,moderate,1,marine_neritic,Wetland
Black-legged Kittiwake,Rissa tridactyla,moderate,1,marine_oceanic,Wetland
Black-necked Stilt,Himantopus mexicanus,short,0,marine_intertidal,Wetland
Black-necked Stilt,Himantopus mexicanus,short,0,marine_neritic,Wetland
Black-necked Stilt,Himantopus mexicanus,short,0,wetlands_inland,Wetland
Blackpoll Warbler,Setophaga striata,long,1,forest,Woodland
Blackpoll Warbler,Setophaga striata,long,1,shrubland,Woodland
Black-tailed Gnatcatcher,Polioptila melanura,resident,1,shrubland,Shrubland
Black-throated Blue Warbler,Setophaga caerulescens,long,0,artificial_terrestrial,Woodland
Black-throated Blue Warbler,Setophaga caerulescens,long,0,forest,Woodland
Black-throated Blue Warbler,Setophaga caerulescens,long,0,shrubland,Woodland
Black-throated Gray Warbler,Setophaga nigrescens,moderate,0,forest,Various
Black-throated Gray Warbler,Setophaga nigrescens,moderate,0,shrubland,Various
Black-throated Green Warbler,Setophaga virens,moderate,0,forest,Woodland
Black-throated Green Warbler,Setophaga virens,moderate,0,wetlands_inland,Woodland
Black-throated Sparrow,Amphispiza bilineata,withdrawal,0,desert,Shrubland
Black-throated Sparrow,Amphispiza bilineata,withdrawal,0,shrubland,Shrubland
Black-vented Shearwater,Puffinus opisthomelas,withdrawal,1,caves,Ocean
Black-vented Shearwater,Puffinus opisthomelas,withdrawal,1,marine_neritic,Ocean
Black-vented Shearwater,Puffinus opisthomelas,withdrawal,1,marine_oceanic,Ocean
Black-vented Shearwater,Puffinus opisthomelas,withdrawal,1,shrubland,Ocean
Black-whiskered Vireo,Vireo altiloquus,moderate,1,artificial_terrestrial,Woodland
Black-whiskered Vireo,Vireo altiloquus,moderate,1,forest,Woodland
Black-whiskered Vireo,Vireo altiloquus,moderate,1,shrubland,Woodland
Blue Grosbeak,Passerina caerulea,short,0,artificial_terrestrial,Shrubland
Blue Grosbeak,Passerina caerulea,short,0,forest,Shrubland
Blue Grosbeak,Passerina caerulea,short,0,shrubland,Shrubland
Blue Jay,Cyanocitta cristata,withdrawal,1,artificial_terrestrial,Woodland
Blue Jay,Cyanocitta cristata,withdrawal,1,forest,Woodland
Blue-gray Gnatcatcher,Polioptila caerulea ,short,0,artificial_terrestrial,Woodland
Blue-gray Gnatcatcher,Polioptila caerulea ,short,0,forest,Woodland
Blue-gray Gnatcatcher,Polioptila caerulea ,short,0,savanna,Woodland
Blue-gray Gnatcatcher,Polioptila caerulea ,short,0,shrubland,Woodland
Blue-winged Teal,Anas discors,moderate,0,grassland,Wetland
Blue-winged Teal,Anas discors,moderate,0,marine_coastal_supratidal,Wetland
Blue-winged Teal,Anas discors,moderate,0,marine_intertidal,Wetland
Blue-winged Teal,Anas discors,moderate,0,wetlands_inland,Wetland
Blue-winged Warbler,Vermivora cyanoptera,long,0,grassland,Shrubland
Blue-winged Warbler,Vermivora cyanoptera,long,0,shrubland,Shrubland
Boat-tailed Grackle,Quiscalus major,resident,1,marine_coastal_supratidal,Wetland
Boat-tailed Grackle,Quiscalus major,resident,1,wetlands_inland,Wetland
Bobolink,Dolichonyx oryzivorus,long,1,artificial_terrestrial,Grassland
Bobolink,Dolichonyx oryzivorus,long,1,grassland,Grassland
Bobolink,Dolichonyx oryzivorus,long,1,savanna,Grassland
Bohemian Waxwing,Bombycilla garrulus,irruptive,0,artificial_terrestrial,Woodland
Bohemian Waxwing,Bombycilla garrulus,irruptive,0,forest,Woodland
Bonaparte's Gull,Chroicocephalus philadelphia,moderate,0,forest,Wetland
Bonaparte's Gull,Chroicocephalus philadelphia,moderate,0,marine_neritic,Wetland
Bonaparte's Gull,Chroicocephalus philadelphia,moderate,0,wetlands_inland,Wetland
Boreal Chickadee,Poecile hudsonicus,resident,1,forest,Woodland
Boreal Owl,Aegolius funereus,irruptive,0,forest,Woodland
Brandt's Cormorant,Phalacrocorax penicillatus,withdrawal,1,marine_neritic,Wetland
Brant,Branta bernicla,moderate,0,artificial_terrestrial,Wetland
Brant,Branta bernicla,moderate,0,grassland,Wetland
Brant,Branta bernicla,moderate,0,marine_intertidal,Wetland
Brewer's Blackbird,Euphagus cyanocephalus,short,0,artificial_terrestrial,Various
Brewer's Blackbird,Euphagus cyanocephalus,short,0,grassland,Various
Brewer's Blackbird,Euphagus cyanocephalus,short,0,marine_intertidal,Various
Brewer's Sparrow,Spizella breweri,moderate,0,grassland,Shrubland
Brewer's Sparrow,Spizella breweri,moderate,0,shrubland,Shrubland
Bridled Titmouse,Baeolophus wollweberi,resident,1,artificial_terrestrial,Woodland
Bridled Titmouse,Baeolophus wollweberi,resident,1,forest,Woodland
Broad-billed Hummingbird,Cynanthus latirostris,withdrawal,0,desert,Woodland
Broad-billed Hummingbird,Cynanthus latirostris,withdrawal,0,forest,Woodland
Broad-billed Hummingbird,Cynanthus latirostris,withdrawal,0,shrubland,Woodland
Broad-tailed Hummingbird,Selasphorus platycercus,moderate,0,artificial_terrestrial,Woodland
Broad-tailed Hummingbird,Selasphorus platycercus,moderate,0,forest,Woodland
Broad-tailed Hummingbird,Selasphorus platycercus,moderate,0,grassland,Woodland
Broad-tailed Hummingbird,Selasphorus platycercus,moderate,0,shrubland,Woodland
Broad-winged Hawk,Buteo platypterus,long,0,artificial_terrestrial,Woodland
Broad-winged Hawk,Buteo platypterus,long,0,forest,Woodland
Bronzed Cowbird,Molothrus aeneus,withdrawal,0,artificial_terrestrial,Various
Bronzed Cowbird,Molothrus aeneus,withdrawal,0,forest,Various
Brown Creeper,Certhia americana,short,0,forest,Woodland
Brown Pelican,Pelecanus occidentalis,withdrawal,1,marine_coastal_supratidal,Wetland
Brown Pelican,Pelecanus occidentalis,withdrawal,1,marine_intertidal,Wetland
Brown Pelican,Pelecanus occidentalis,withdrawal,1,marine_neritic,Wetland
Brown Pelican,Pelecanus occidentalis,withdrawal,1,marine_oceanic,Wetland
Brown Thrasher,Toxostoma rufum,short,0,forest,Shrubland
Brown Thrasher,Toxostoma rufum,short,0,shrubland,Shrubland
Brown-capped Rosy-Finch,Leucosticte australis,short,0,grassland,Various
Brown-crested Flycatcher,Myiarchus tyrannulus,withdrawal,0,artificial_terrestrial,Woodland
Brown-crested Flycatcher,Myiarchus tyrannulus,withdrawal,0,forest,Woodland
Brown-crested Flycatcher,Myiarchus tyrannulus,withdrawal,0,savanna,Woodland
Brown-crested Flycatcher,Myiarchus tyrannulus,withdrawal,0,shrubland,Woodland
Brown-crested Flycatcher,Myiarchus tyrannulus,withdrawal,0,wetlands_inland,Woodland
Brown-headed Cowbird,Molothrus ater,short,0,artificial_terrestrial,Various
Brown-headed Cowbird,Molothrus ater,short,0,forest,Various
Brown-headed Cowbird,Molothrus ater,short,0,grassland,Various
Brown-headed Nuthatch,Sitta pusilla,resident,1,forest,Woodland
Buff-bellied Hummingbird,Amazilia yucatanensis,resident,1,artificial_terrestrial,Woodland
Buff-bellied Hummingbird,Amazilia yucatanensis,resident,1,forest,Woodland
Buff-bellied Hummingbird,Amazilia yucatanensis,resident,1,shrubland,Woodland
Bufflehead,Bucephala albeola,short,0,forest,Wetland
Bufflehead,Bucephala albeola,short,0,marine_coastal_supratidal,Wetland
Bufflehead,Bucephala albeola,short,0,marine_neritic,Wetland
Bufflehead,Bucephala albeola,short,0,wetlands_inland,Wetland
Bullock's Oriole,Icterus bullockii,moderate,0,artificial_terrestrial,Woodland
Bullock's Oriole,Icterus bullockii,moderate,0,forest,Woodland
Burrowing Owl,Athene cunicularia,short,0,artificial_terrestrial,Grassland
Burrowing Owl,Athene cunicularia,short,0,desert,Grassland
Burrowing Owl,Athene cunicularia,short,0,grassland,Grassland
Burrowing Owl,Athene cunicularia,short,0,savanna,Grassland
Burrowing Owl,Athene cunicularia,short,0,shrubland,Grassland
Bushtit,Psaltriparus minimus,resident,1,artificial_terrestrial,Various
Bushtit,Psaltriparus minimus,resident,1,forest,Various
Bushtit,Psaltriparus minimus,resident,1,shrubland,Various
Cactus Wren,Campylorhynchus brunneicapillus,resident,1,shrubland,Shrubland
California Gnatcatcher,Polioptila californica,resident,1,shrubland,Shrubland
California Gull,Larus californicus,short,0,artificial_terrestrial,Wetland
California Gull,Larus californicus,short,0,desert,Wetland
California Gull,Larus californicus,short,0,marine_intertidal,Wetland
California Gull,Larus californicus,short,0,marine_neritic,Wetland
California Gull,Larus californicus,short,0,wetlands_inland,Wetland
California Quail,Callipepla californica,resident,1,artificial_terrestrial,Shrubland
California Quail,Callipepla californica,resident,1,desert,Shrubland
California Quail,Callipepla californica,resident,1,forest,Shrubland
California Quail,Callipepla californica,resident,1,grassland,Shrubland
California Quail,Callipepla californica,resident,1,shrubland,Shrubland
California Thrasher,Toxostoma redivivum,resident,1,shrubland,Shrubland
California Towhee,Melozone crissalis,resident,1,artificial_terrestrial,Shrubland
California Towhee,Melozone crissalis,resident,1,shrubland,Shrubland
Calliope Hummingbird,Selasphorus calliope,moderate,0,artificial_terrestrial,Woodland
Calliope Hummingbird,Selasphorus calliope,moderate,0,forest,Woodland
Calliope Hummingbird,Selasphorus calliope,moderate,0,grassland,Woodland
Calliope Hummingbird,Selasphorus calliope,moderate,0,shrubland,Woodland
Canada and Cackling Goose,Branta canadensis and hutchinsii,short,0,artificial_aquatic_marine,Wetland
Canada and Cackling Goose,Branta canadensis and hutchinsii,short,0,artificial_terrestrial,Wetland
Canada and Cackling Goose,Branta canadensis and hutchinsii,short,0,grassland,Wetland
Canada and Cackling Goose,Branta canadensis and hutchinsii,short,0,wetlands_inland,Wetland
Canada Warbler,Cardellina canadensis,long,0,forest,Woodland
Canada Warbler,Cardellina canadensis,long,0,shrubland,Woodland
Canvasback,Aythya valisineria,short,0,marine_coastal_supratidal,Wetland
Canvasback,Aythya valisineria,short,0,marine_intertidal,Wetland
Canvasback,Aythya valisineria,short,0,marine_neritic,Wetland
Canvasback,Aythya valisineria,short,0,wetlands_inland,Wetland
Canyon Towhee,Melozone fusca,resident,1,shrubland,Shrubland
Canyon Wren,Catherpes mexicanus,short,0,rocky,Various
Canyon Wren,Catherpes mexicanus,short,0,shrubland,Various
Cape May Warbler,Setophaga tigrina,long,0,artificial_terrestrial,Woodland
Cape May Warbler,Setophaga tigrina,long,0,forest,Woodland
Cape May Warbler,Setophaga tigrina,long,0,shrubland,Woodland
Carolina Chickadee,Poecile carolinensis,resident,1,artificial_terrestrial,Woodland
Carolina Chickadee,Poecile carolinensis,resident,1,forest,Woodland
Carolina Chickadee,Poecile carolinensis,resident,1,shrubland,Woodland
Carolina Chickadee,Poecile carolinensis,resident,1,wetlands_inland,Woodland
Carolina Wren,Thryothorus ludovicianus,resident,1,artificial_terrestrial,Woodland
Carolina Wren,Thryothorus ludovicianus,resident,1,forest,Woodland
Caspian Tern,Hydroprogne caspia,moderate,0,artificial_aquatic_marine,Wetland
Caspian Tern,Hydroprogne caspia,moderate,0,marine_coastal_supratidal,Wetland
Caspian Tern,Hydroprogne caspia,moderate,0,marine_intertidal,Wetland
Caspian Tern,Hydroprogne caspia,moderate,0,marine_neritic,Wetland
Caspian Tern,Hydroprogne caspia,moderate,0,wetlands_inland,Wetland
Cassin's Auklet,Ptychoramphus aleuticus,short,1,marine_coastal_supratidal,Ocean
Cassin's Auklet,Ptychoramphus aleuticus,short,1,marine_neritic,Ocean
