COMMON_NAME,SCIENTIFIC_NAME,IUCN_category,TipLabel
Common Goldeneye,Bucephala clangula,LC,Bucephala_clangula
Barrow's Goldeneye,Bucephala islandica,LC,Bucephala_islandica
Smew,Mergellus albellus,LC,Mergellus_albellus
Hooded Merganser,Lophodytes cucullatus,LC,Lophodytes_cucullatus
Goosander,Mergus merganser,LC,Mergus_merganser
Scaly-sided Merganser,Mergus squamatus,EN,Mergus_squamatus
Red-breasted Merganser,Mergus serrator,LC,Mergus_serrator
Brazilian Merganser,Mergus octosetaceus,CR,Mergus_octosetaceus
Harlequin Duck,Histrionicus histrionicus,LC,Histrionicus_histrionicus
Orinoco Goose,Neochen jubata,NT,Neochen_jubata
Andean Goose,Chloephaga melanoptera,LC,Chloephaga_melanoptera
Upland Goose,Chloephaga picta,LC,Chloephaga_picta
Kelp Goose,Chloephaga hybrida,LC,Chloephaga_hybrida
Ashy-headed Goose,Chloephaga poliocephala,LC,Chloephaga_poliocephala
Ruddy-headed Goose,Chloephaga rubidiceps,LC,Chloephaga_rubidiceps
Radjah Shelduck,Radjah radjah,LC,Tadorna_radjah
Egyptian Goose,Alopochen aegyptiaca,LC,Alopochen_aegyptiaca
Common Shelduck,Tadorna tadorna,LC,Tadorna_tadorna
Ruddy Shelduck,Tadorna ferruginea,LC,Tadorna_ferruginea
South African Shelduck,Tadorna cana,LC,Tadorna_cana
Australian Shelduck,Tadorna tadornoides,LC,Tadorna_tadornoides
Paradise Shelduck,Tadorna variegata,LC,Tadorna_variegata
Spur-winged Goose,Plectropterus gambensis,LC,Plectropterus_gambensis
Muscovy Duck,Cairina moschata,LC,Cairina_moschata
African Comb Duck,Sarkidiornis melanotos,LC,Sarkidiornis_melanotos
African Pygmy-goose,Nettapus auritus,LC,Nettapus_auritus
Cotton Pygmy-goose,Nettapus coromandelianus,LC,Nettapus_coromandelianus
Green Pygmy-goose,Nettapus pulchellus,LC,Nettapus_pulchellus
Ringed Teal,Callonetta leucophrys,LC,Callonetta_leucophrys
Wood Duck,Aix sponsa,LC,Aix_sponsa
Mandarin Duck,Aix galericulata,LC,Aix_galericulata
Maned Duck,Chenonetta jubata,LC,Chenonetta_jubata
Blue Duck,Hymenolaimus malacorhynchos,EN,Hymenolaimus_malacorhynchos
Torrent Duck,Merganetta armata,LC,Merganetta_armata
Hartlaub's Duck,Pteronetta hartlaubii,LC,Pteronetta_hartlaubii
Blue-winged Goose,Cyanochen cyanoptera,VU,Cyanochen_cyanoptera
Marbled Teal,Marmaronetta angustirostris,VU,Marmaronetta_angustirostris
White-winged Duck,Asarcornis scutulata,EN,Cairina_scutulata
Red-crested Pochard,Netta rufina,LC,Netta_rufina
Rosy-billed Pochard,Netta peposaca,LC,Netta_peposaca
Southern Pochard,Netta erythrophthalma,LC,Netta_erythrophthalma
Common Pochard,Aythya ferina,VU,Aythya_ferina
Redhead,Aythya americana,LC,Aythya_americana
Canvasback,Aythya valisineria,LC,Aythya_valisineria
Hardhead,Aythya australis,LC,Aythya_australis
Madagascar Pochard,Aythya innotata,CR,Aythya_innotata
Baer's Pochard,Aythya baeri,CR,Aythya_baeri
Ferruginous Duck,Aythya nyroca,NT,Aythya_nyroca
New Zealand Scaup,Aythya novaeseelandiae,LC,Aythya_novaeseelandiae
Ring-necked Duck,Aythya collaris,LC,Aythya_collaris
Tufted Duck,Aythya fuligula,LC,Aythya_fuligula
Greater Scaup,Aythya marila,LC,Aythya_marila
Lesser Scaup,Aythya affinis,LC,Aythya_affinis
Salvadori's Teal,Salvadorina waigiuensis,VU,Salvadorina_waigiuensis
Flying Steamerduck,Tachyeres patachonicus,LC,Tachyeres_patachonicus
White-headed Steamerduck,Tachyeres leucocephalus,VU,Tachyeres_leucocephalus
Magellanic Steamerduck,Tachyeres pteneres,LC,Tachyeres_pteneres
Falkland Steamerduck,Tachyeres brachypterus,LC,Tachyeres_brachypterus
Crested Duck,Lophonetta specularioides,LC,Lophonetta_specularioides
Spectacled Duck,Speculanas specularis,NT,Speculanas_specularis
Brazilian Teal,Amazonetta brasiliensis,LC,Amazonetta_brasiliensis
Garganey,Spatula querquedula,LC,Anas_querquedula
Hottentot Teal,Spatula hottentota,LC,Anas_hottentota
Puna Teal,Spatula puna,LC,Anas_puna
Silver Teal,Spatula versicolor,LC,Anas_versicolor
Red Shoveler,Spatula platalea,LC,Anas_platalea
Cape Shoveler,Spatula smithii,LC,Anas_smithii
Northern Shoveler,Spatula clypeata,LC,Anas_clypeata
Cinnamon Teal,Spatula cyanoptera,LC,Anas_cyanoptera
Blue-winged Teal,Spatula discors,LC,Anas_discors
Baikal Teal,Sibirionetta formosa,LC,Anas_formosa
Falcated Duck,Mareca falcata,NT,Anas_falcata
Gadwall,Mareca strepera,LC,Anas_strepera
Eurasian Wigeon,Mareca penelope,LC,Anas_penelope
American Wigeon,Mareca americana,LC,Anas_americana
Chiloe Wigeon,Mareca sibilatrix,LC,Anas_sibilatrix
African Black Duck,Anas sparsa,LC,Anas_sparsa
Yellow-billed Duck,Anas undulata,LC,Anas_undulata
Meller's Duck,Anas melleri,EN,Anas_melleri
Pacific Black Duck,Anas superciliosa,LC,Anas_superciliosa
Philippine Duck,Anas luzonica,VU,Anas_luzonica
Indian Spot-billed Duck,Anas poecilorhyncha,LC,Anas_poecilorhyncha
Laysan Duck,Anas laysanensis,CR,Anas_laysanensis
Mallard,Anas platyrhynchos,LC,Anas_platyrhynchos
American Black Duck,Anas rubripes,LC,Anas_rubripes
Mottled Duck,Anas fulvigula,LC,Anas_fulvigula
Hawaiian Duck,Anas wyvilliana,EN,Anas_wyvilliana
Sunda Teal,Anas gibberifrons,NT,Anas_gibberifrons
Grey Teal,Anas gracilis,LC,Anas_gracilis
Chestnut Teal,Anas castanea,LC,Anas_castanea
Brown Teal,Anas chlorotis,NT,Anas_chlorotis
Auckland Teal,Anas aucklandica,VU,Anas_aucklandica
Campbell Teal,Anas nesiotis,EN,Anas_nesiotis
Madagascar Teal,Anas bernieri,EN,Anas_bernieri
Cape Teal,Anas capensis,LC,Anas_capensis
White-cheeked Pintail,Anas bahamensis,LC,Anas_bahamensis
Red-billed Teal,Anas erythrorhyncha,LC,Anas_erythrorhyncha
Northern Pintail,Anas acuta,LC,Anas_acuta
Southern Pintail,Anas eatoni,VU,Anas_eatoni
Yellow-billed Pintail,Anas georgica,LC,Anas_georgica
Common Teal,Anas crecca,LC,Anas_crecca
Andean Teal,Anas andium,LC,Anas_andium
Yellow-billed Teal,Anas flavirostris,LC,Anas_flavirostris
Little Grebe,Tachybaptus ruficollis,LC,Tachybaptus_ruficollis
Australasian Grebe,Tachybaptus novaehollandiae,LC,Tachybaptus_novaehollandiae
Madagascar Grebe,Tachybaptus pelzelnii,EN,Tachybaptus_pelzelnii
Least Grebe,Tachybaptus dominicus,LC,Tachybaptus_dominicus
Pied-billed Grebe,Podilymbus podiceps,LC,Podilymbus_podiceps
White-tufted Grebe,Rollandia rolland,LC,Rollandia_rolland
Titicaca Grebe,Rollandia microptera,EN,Rollandia_microptera
Hoary-headed Grebe,Poliocephalus poliocephalus,LC,Poliocephalus_poliocephalus
New Zealand Grebe,Poliocephalus rufopectus,NT,Poliocephalus_rufopectus
Great Grebe,Podiceps major,LC,Podiceps_major
Red-necked Grebe,Podiceps grisegena,LC,Podiceps_grisegena
Great Crested Grebe,Podiceps cristatus,LC,Podiceps_cristatus
Horned Grebe,Podiceps auritus,VU,Podiceps_auritus
Black-necked Grebe,Podiceps nigricollis,LC,Podiceps_nigricollis
Southern Silvery Grebe,Podiceps occipitalis,LC,Podiceps_occipitalis
Junin Grebe,Podiceps taczanowskii,CR,Podiceps_taczanowskii
Hooded Grebe,Podiceps gallardoi,CR,Podiceps_gallardoi
Western Grebe,Aechmophorus occidentalis,LC,Aechmophorus_occidentalis
Clark's Grebe,Aechmophorus clarkii,LC,Aechmophorus_clarkii
Greater Flamingo,Phoenicopterus roseus,LC,Phoenicopterus_roseus
American Flamingo,Phoenicopterus ruber,LC,Phoenicopterus_ruber
Chilean Flamingo,Phoenicopterus chilensis,NT,Phoenicopterus_chilensis
Lesser Flamingo,Phoeniconaias minor,NT,Phoeniconaias_minor
Andean Flamingo,Phoenicoparrus andinus,VU,Phoenicoparrus_andinus
Puna Flamingo,Phoenicoparrus jamesi,NT,Phoenicoparrus_jamesi
Red-billed Tropicbird,Phaethon aethereus,LC,Phaethon_aethereus
Red-tailed Tropicbird,Phaethon rubricauda,LC,Phaethon_rubricauda
White-tailed Tropicbird,Phaethon lepturus,LC,Phaethon_lepturus
Kagu,Rhynochetos jubatus,EN,Rhynochetos_jubatus
Sunbittern,Eurypyga helias,LC,Eurypyga_helias
White-breasted Mesite,Mesitornis variegatus,VU,Mesitornis_variegatus
Brown Mesite,Mesitornis unicolor,VU,Mesitornis_unicolor
Subdesert Mesite,Monias benschi,VU,Monias_benschi
Rock Dove,Columba livia,LC,Columba_livia
Hill Pigeon,Columba rupestris,LC,Columba_rupestris
Snow Pigeon,Columba leuconota,LC,Columba_leuconota
Speckled Pigeon,Columba guinea,LC,Columba_guinea
White-collared Pigeon,Columba albitorques,LC,Columba_albitorques
Stock Dove,Columba oenas,LC,Columba_oenas
Yellow-eyed Pigeon,Columba eversmanni,VU,Columba_eversmanni
Somali Pigeon,Columba oliviae,DD,Columba_oliviae
Common Woodpigeon,Columba palumbus,LC,Columba_palumbus
Madeira Laurel-pigeon,Columba trocaz,LC,Columba_trocaz
Dark-tailed Laurel-pigeon,Columba bollii,LC,Columba_bollii
White-tailed Laurel-pigeon,Columba junoniae,NT,Columba_junoniae
Afep Pigeon,Columba unicincta,LC,Columba_unicincta
African Olive-pigeon,Columba arquatrix,LC,Columba_arquatrix
Cameroon Olive-pigeon,Columba sjostedti,LC,Columba_sjostedti
Sao Tome Olive-pigeon,Columba thomensis,EN,Columba_thomensis
Comoro Olive-pigeon,Columba pollenii,NT,Columba_pollenii
Speckled Woodpigeon,Columba hodgsonii,LC,Columba_hodgsonii
White-naped Pigeon,Columba albinucha,NT,Columba_albinucha
Ashy Woodpigeon,Columba pulchricollis,LC,Columba_pulchricollis
Nilgiri Woodpigeon,Columba elphinstonii,VU,Columba_elphinstonii
Sri Lanka Woodpigeon,Columba torringtoniae,VU,Columba_torringtoniae
Pale-capped Pigeon,Columba punicea,VU,Columba_punicea
Silvery Pigeon,Columba argentina,CR,Columba_argentina
Andaman Woodpigeon,Columba palumboides,NT,Columba_palumboides
Japanese Woodpigeon,Columba janthina,NT,Columba_janthina
Metallic Pigeon,Columba vitiensis,LC,Columba_vitiensis
White-headed Pigeon,Columba leucomela,LC,Columba_leucomela
Yellow-legged Pigeon,Columba pallidiceps,VU,Columba_pallidiceps
Eastern Bronze-naped Pigeon,Columba delegorguei,LC,Columba_delegorguei
Western Bronze-naped Pigeon,Columba iriditorques,LC,Columba_iriditorques
Sao Tome Bronze-naped Pigeon,Columba malherbii,NT,Columba_malherbii
Lemon Dove,Aplopelia larvata,LC,Aplopelia_larvata
European Turtle-dove,Streptopelia turtur,VU,Streptopelia_turtur
Dusky Turtle-dove,Streptopelia lugens,LC,Streptopelia_lugens
Adamawa Turtle-dove,Streptopelia hypopyrrha,LC,Streptopelia_hypopyrrha
Oriental Turtle-dove,Streptopelia orientalis,LC,Streptopelia_orientalis
Sunda Collared-dove,Streptopelia bitorquata,LC,Streptopelia_bitorquata
Eurasian Collared-dove,Streptopelia decaocto,LC,Streptopelia_decaocto
African Collared-dove,Streptopelia roseogrisea,LC,Streptopelia_roseogrisea
White-winged Collared-dove,Streptopelia reichenowi,NT,Streptopelia_reichenowi
Mourning Collared-dove,Streptopelia decipiens,LC,Streptopelia_decipiens
Red-eyed Dove,Streptopelia semitorquata,LC,Streptopelia_semitorquata
Ring-necked Dove,Streptopelia capicola,LC,Streptopelia_capicola
Vinaceous Dove,Streptopelia vinacea,LC,Streptopelia_vinacea
Red Turtle-dove,Streptopelia tranquebarica,LC,Streptopelia_tranquebarica
Laughing Dove,Spilopelia senegalensis,LC,Stigmatopelia_senegalensis
Madagascar Turtle-dove,Nesoenas picturatus,LC,Nesoenas_picturata
Pink Pigeon,Nesoenas mayeri,VU,Nesoenas_mayeri
Barred Cuckoo-dove,Macropygia unchall,LC,Macropygia_unchall
Andaman Cuckoo-dove,Macropygia rufipennis,LC,Macropygia_rufipennis
Ruddy Cuckoo-dove,Macropygia emiliana,LC,Macropygia_emiliana
Philippine Cuckoo-dove,Macropygia tenuirostris,LC,Macropygia_tenuirostris
Dusky Cuckoo-dove,Macropygia magna,LC,Macropygia_magna
Slender-billed Cuckoo-dove,Macropygia amboinensis,LC,Macropygia_amboinensis
Brown Cuckoo-dove,Macropygia phasianella,LC,Macropygia_phasianella
Little Cuckoo-dove,Macropygia ruficeps,LC,Macropygia_ruficeps
Black-billed Cuckoo-dove,Macropygia nigrirostris,LC,Macropygia_nigrirostris
Mackinlay's Cuckoo-dove,Macropygia mackinlayi,LC,Macropygia_mackinlayi
White-faced Cuckoo-dove,Turacoena manadensis,LC,Turacoena_manadensis
Black Cuckoo-dove,Turacoena modesta,NT,Turacoena_modesta
Great Cuckoo-dove,Reinwardtoena reinwardti,LC,Reinwardtoena_reinwardtsi
Pied Cuckoo-dove,Reinwardtoena browni,NT,Reinwardtoena_browni
Crested Cuckoo-dove,Reinwardtoena crassirostris,NT,Reinwardtoena_crassirostris
White-crowned Pigeon,Patagioenas leucocephala,NT,Patagioenas_leucocephala
Scaly-naped Pigeon,Patagioenas squamosa,LC,Patagioenas_squamosa
Scaled Pigeon,Patagioenas speciosa,LC,Patagioenas_speciosa
Bare-eyed Pigeon,Patagioenas corensis,LC,Patagioenas_corensis
Picazuro Pigeon,Patagioenas picazuro,LC,Patagioenas_picazuro
Spot-winged Pigeon,Patagioenas maculosa,LC,Patagioenas_maculosa
Northern Band-tailed Pigeon,Patagioenas fasciata,LC,Patagioenas_fasciata
Chilean Pigeon,Patagioenas araucana,LC,Patagioenas_araucana
Ring-tailed Pigeon,Patagioenas caribaea,VU,Patagioenas_caribaea
Pale-vented Pigeon,Patagioenas cayennensis,LC,Patagioenas_cayennensis
Red-billed Pigeon,Patagioenas flavirostris,LC,Patagioenas_flavirostris
Peruvian Pigeon,Patagioenas oenops,VU,Patagioenas_oenops
Plain Pigeon,Patagioenas inornata,NT,Patagioenas_inornata
Plumbeous Pigeon,Patagioenas plumbea,LC,Patagioenas_plumbea
Ruddy Pigeon,Patagioenas subvinacea,VU,Patagioenas_subvinacea
Short-billed Pigeon,Patagioenas nigrirostris,LC,Patagioenas_nigrirostris
Dusky Pigeon,Patagioenas goodsoni,LC,Patagioenas_goodsoni
Blue-headed Quail-dove,Starnoenas cyanocephala,EN,Starnoenas_cyanocephala
Sapphire Quail-dove,Geotrygon saphirina,LC,Geotrygon_saphirina
Crested Quail-dove,Geotrygon versicolor,NT,Geotrygon_versicolor
Grey-headed Quail-dove,Geotrygon caniceps,VU,Geotrygon_caniceps
Ruddy Quail-dove,Geotrygon montana,LC,Geotrygon_montana
Violaceous Quail-dove,Geotrygon violacea,LC,Geotrygon_violacea
Key West Quail-dove,Geotrygon chrysia,LC,Geotrygon_chrysia
Bridled Quail-dove,Geotrygon mystacea,LC,Geotrygon_mystacea
Olive-backed Quail-dove,Leptotrygon veraguensis,LC,Geotrygon_veraguensis
White-tipped Dove,Leptotila verreauxi,LC,Leptotila_verreauxi
Caribbean Dove,Leptotila jamaicensis,LC,Leptotila_jamaicensis
Grey-chested Dove,Leptotila cassinii,LC,Leptotila_cassini
Tolima Dove,Leptotila conoveri,EN,Leptotila_conoveri
Ochre-bellied Dove,Leptotila ochraceiventris,VU,Leptotila_ochraceiventris
Grey-headed Dove,Leptotila plumbeiceps,LC,Leptotila_plumbeiceps
Brown-backed Dove,Leptotila battyi,VU,Leptotila_battyi
Grey-fronted Dove,Leptotila rufaxilla,LC,Leptotila_rufaxilla
Grenada Dove,Leptotila wellsi,CR,Leptotila_wellsi
Pallid Dove,Leptotila pallida,LC,Leptotila_pallida
Yungas Dove,Leptotila megalura,LC,Leptotila_megalura
Tuxtla Quail-dove,Zentrygon carrikeri,EN,Geotrygon_carrikeri
Buff-fronted Quail-dove,Zentrygon costaricensis,LC,Geotrygon_costaricensis
Purplish-backed Quail-dove,Zentrygon lawrencii,LC,Geotrygon_lawrencii
White-faced Quail-dove,Zentrygon albifacies,LC,Geotrygon_albifacies
White-throated Quail-dove,Zentrygon frenata,LC,Geotrygon_frenata
Lined Quail-dove,Zentrygon linearis,LC,Geotrygon_linearis
Russet-crowned Quail-dove,Zentrygon goldmani,NT,Geotrygon_goldmani
White-winged Dove,Zenaida asiatica,LC,Zenaida_asiatica
West Peruvian Dove,Zenaida meloda,LC,Zenaida_meloda
Zenaida Dove,Zenaida aurita,LC,Zenaida_aurita
Galapagos Dove,Zenaida galapagoensis,LC,Zenaida_galapagoensis
Eared Dove,Zenaida auriculata,LC,Zenaida_auriculata
Mourning Dove,Zenaida macroura,LC,Zenaida_macroura
Socorro Dove,Zenaida graysoni,EW,Zenaida_graysoni
Inca Dove,Columbina inca,LC,Columbina_inca
Scaled Dove,Columbina squammata,LC,Columbina_squammata
Common Ground-dove,Columbina passerina,LC,Columbina_passerina
Plain-breasted Ground-dove,Columbina minuta,LC,Columbina_minuta
Ecuadorian Ground-dove,Columbina buckleyi,LC,Columbina_buckleyi
Ruddy Ground-dove,Columbina talpacoti,LC,Columbina_talpacoti
Picui Dove,Columbina picui,LC,Columbina_picui
Croaking Ground-dove,Columbina cruziana,LC,Columbina_cruziana
Blue-eyed Ground-dove,Columbina cyanopis,CR,Columbina_cyanopis
Blue Ground-dove,Claravis pretiosa,LC,Claravis_pretiosa
Maroon-chested Ground-dove,Claravis mondetoura,LC,Claravis_mondetoura
Purple-winged Ground-dove,Claravis geoffroyi,CR,Claravis_godefrida
Bare-faced Ground-dove,Metriopelia ceciliae,LC,Metriopelia_ceciliae
Moreno's Ground-dove,Metriopelia morenoi,LC,Metriopelia_morenoi
Black-winged Ground-dove,Metriopelia melanoptera,LC,Metriopelia_melanoptera
Golden-spotted Ground-dove,Metriopelia aymara,LC,Metriopelia_aymara
Long-tailed Ground-dove,Uropelia campestris,LC,Uropelia_campestris
New Guinea Bronzewing,Henicophaps albifrons,LC,Henicophaps_albifrons
New Britain Bronzewing,Henicophaps foersteri,VU,Henicophaps_foersteri
Luzon Bleeding-heart,Gallicolumba luzonica,NT,Gallicolumba_luzonica
Mindanao Bleeding-heart,Gallicolumba crinigera,VU,Gallicolumba_crinigera
Mindoro Bleeding-heart,Gallicolumba platenae,CR,Gallicolumba_platenae
Negros Bleeding-heart,Gallicolumba keayi,CR,Gallicolumba_keayi
Sulu Bleeding-heart,Gallicolumba menagei,CR,Gallicolumba_menagei
Sulawesi Ground-dove,Gallicolumba tristigmata,LC,Gallicolumba_tristigmata
Cinnamon Ground-dove,Gallicolumba rufigula,LC,Gallicolumba_rufigula
Wetar Ground-dove,Alopecoenas hoedtii,EN,Gallicolumba_hoedtii
White-throated Ground-dove,Alopecoenas xanthonurus,NT,Gallicolumba_xanthonura
Polynesian Ground-dove,Alopecoenas erythropterus,CR,Gallicolumba_erythroptera
Palau Ground-dove,Alopecoenas canifrons,EN,Gallicolumba_canifrons
Santa Cruz Ground-dove,Alopecoenas sanctaecrucis,EN,Gallicolumba_sanctaecrucis
Shy Ground-dove,Alopecoenas stairi,VU,Gallicolumba_stairi
Wonga Pigeon,Leucosarcia melanoleuca,LC,Leucosarcia_melanoleuca
Chestnut-quilled Rock-pigeon,Petrophassa rufipennis,LC,Petrophassa_rufipennis
White-quilled Rock-pigeon,Petrophassa albipennis,LC,Petrophassa_albipennis
White-bellied Spinifex Pigeon,Geophaps plumifera,LC,Geophaps_plumifera
Squatter Pigeon,Geophaps scripta,LC,Geophaps_scripta
Partridge Pigeon,Geophaps smithii,VU,Geophaps_smithii
Common Bronzewing,Phaps chalcoptera,LC,Phaps_chalcoptera
Brush Bronzewing,Phaps elegans,LC,Phaps_elegans
Flock Bronzewing,Phaps histrionica,LC,Phaps_histrionica
Crested Pigeon,Ocyphaps lophotes,LC,Ocyphaps_lophotes
Diamond Dove,Geopelia cuneata,LC,Geopelia_cuneata
Zebra Dove,Geopelia striata,LC,Geopelia_striata
Peaceful Dove,Geopelia placida,LC,Geopelia_placida
Barred Dove,Geopelia maugeus,LC,Geopelia_maugeus
Bar-shouldered Dove,Geopelia humeralis,LC,Geopelia_humeralis
Thick-billed Ground-pigeon,Trugon terrestris,LC,Trugon_terrestris
Green-naped Pheasant-pigeon,Otidiphaps nobilis,LC,Otidiphaps_nobilis
Western Crowned-pigeon,Goura cristata,VU,Goura_cristata
Scheepmaker's Crowned-pigeon,Goura scheepmakeri,VU,Goura_scheepmakeri
Victoria Crowned-pigeon,Goura victoria,NT,Goura_victoria
Nicobar Pigeon,Caloenas nicobarica,NT,Caloenas_nicobarica
Tooth-billed Pigeon,Didunculus strigirostris,CR,Didunculus_strigirostris
Grey-capped Emerald Dove,Chalcophaps indica,LC,Chalcophaps_indica
Stephan's Dove,Chalcophaps stephani,LC,Chalcophaps_stephani
Emerald-spotted Wood-dove,Turtur chalcospilos,LC,Turtur_chalcospilos
Black-billed Wood-dove,Turtur abyssinicus,LC,Turtur_abyssinicus
Blue-spotted Wood-dove,Turtur afer,LC,Turtur_afer
Tambourine Dove,Turtur tympanistria,LC,Turtur_tympanistria
Blue-headed Wood-dove,Turtur brehmeri,LC,Turtur_brehmeri
Namaqua Dove,Oena capensis,LC,Oena_capensis
White-eared Brown-dove,Phapitreron leucotis,LC,Phapitreron_leucotis
Amethyst Brown-dove,Phapitreron amethystinus,LC,Phapitreron_amethystinus
Dark-eared Brown-dove,Phapitreron brunneiceps,VU,Phapitreron_brunneiceps
Tawitawi Brown-dove,Phapitreron cinereiceps,EN,Phapitreron_cinereiceps
Cinnamon-headed Green-pigeon,Treron fulvicollis,NT,Treron_fulvicollis
Little Green-pigeon,Treron olax,LC,Treron_olax
Pink-necked Green-pigeon,Treron vernans,LC,Treron_vernans
Orange-breasted Green-pigeon,Treron bicinctus,LC,Treron_bicinctus
Sri Lanka Green-pigeon,Treron pompadora,LC,Treron_pompadora
Thick-billed Green-pigeon,Treron curvirostra,LC,Treron_curvirostra
Grey-cheeked Green-pigeon,Treron griseicauda,LC,Treron_griseicauda
Sumba Green-pigeon,Treron teysmannii,NT,Treron_teysmannii
Flores Green-pigeon,Treron floris,VU,Treron_floris
Timor Green-pigeon,Treron psittaceus,EN,Treron_psittaceus
Large Green-pigeon,Treron capellei,VU,Treron_capellei
Yellow-footed Green-pigeon,Treron phoenicopterus,LC,Treron_phoenicopterus
Bruce's Green-pigeon,Treron waalia,LC,Treron_waalia
Madagascar Green-pigeon,Treron australis,LC,Treron_australis
African Green-pigeon,Treron calvus,LC,Treron_calvus
Pemba Green-pigeon,Treron pembaensis,VU,Treron_pembaensis
Sao Tome Green-pigeon,Treron sanctithomae,EN,Treron_sanctithomae
Pin-tailed Green-pigeon,Treron apicauda,LC,Treron_apicauda
Sumatran Green-pigeon,Treron oxyurus,NT,Treron_oxyurus
Yellow-vented Green-pigeon,Treron seimundi,LC,Treron_seimundi
Wedge-tailed Green-pigeon,Treron sphenurus,LC,Treron_sphenurus
White-bellied Green-pigeon,Treron sieboldii,LC,Treron_sieboldii
Taiwan Green-pigeon,Treron formosae,NT,Treron_formosae
Pink-bellied Imperial-pigeon,Ducula poliocephala,NT,Ducula_poliocephala
White-bellied Imperial-pigeon,Ducula forsteni,LC,Ducula_forsteni
Mindoro Imperial-pigeon,Ducula mindorensis,EN,Ducula_mindorensis
Grey-headed Imperial-pigeon,Ducula radiata,LC,Ducula_radiata
Spotted Imperial-pigeon,Ducula carola,VU,Ducula_carola
Green Imperial-pigeon,Ducula aenea,LC,Ducula_aenea
Spectacled Imperial-pigeon,Ducula perspicillata,LC,Ducula_perspicillata
