COMMON_NAME,SCIENTIFIC_NAME,IUCN_category,TipLabel
Yellow-mantled Weaver,Ploceus tricolor,LC,Ploceus_tricolor
Maxwell's Black Weaver,Ploceus albinucha,LC,Ploceus_albinucha
Nelicourvi Weaver,Ploceus nelicourvi,LC,Ploceus_nelicourvi
Sakalava Weaver,Ploceus sakalava,LC,Ploceus_sakalava
Asian Golden Weaver,Ploceus hypoxanthus,NT,Ploceus_hypoxanthus
Compact Weaver,Ploceus superciliosus,LC,Ploceus_superciliosus
Black-breasted Weaver,Ploceus benghalensis,LC,Ploceus_benghalensis
Streaked Weaver,Ploceus manyar,LC,Ploceus_manyar
Baya Weaver,Ploceus philippinus,LC,Ploceus_philippinus
Finn's Weaver,Ploceus megarhynchus,VU,Ploceus_megarhynchus
Dark-backed Weaver,Ploceus bicolor,LC,Ploceus_bicolor
Preuss's Weaver,Ploceus preussi,LC,Ploceus_preussi
Yellow-capped Weaver,Ploceus dorsomaculatus,LC,Ploceus_dorsomaculatus
Olive-headed Weaver,Ploceus olivaceiceps,NT,Ploceus_olivaceiceps
Usambara Weaver,Ploceus nicolli,EN,Ploceus_nicolli
Brown-capped Weaver,Ploceus insignis,LC,Ploceus_insignis
Bar-winged Weaver,Ploceus angolensis,LC,Ploceus_angolensis
Sao Tome Weaver,Ploceus sanctithomae,LC,Ploceus_sanctithomae
Yellow-legged Weaver,Ploceus flavipes,VU,Ploceus_flavipes
Red-crowned Malimbe,Malimbus coronatus,LC,Malimbus_coronatus
Cassin's Malimbe,Malimbus cassini,LC,Malimbus_cassini
Rachel's Malimbe,Malimbus racheliae,LC,Malimbus_racheliae
Gola Malimbe,Malimbus ballmanni,EN,Malimbus_ballmanni
Red-vented Malimbe,Malimbus scutatus,LC,Malimbus_scutatus
Ibadan Malimbe,Malimbus ibadanensis,EN,Malimbus_ibadanensis
Blue-billed Malimbe,Malimbus nitens,LC,Malimbus_nitens
Red-headed Malimbe,Malimbus rubricollis,LC,Malimbus_rubricollis
Red-bellied Malimbe,Malimbus erythrogaster,LC,Malimbus_erythrogaster
Crested Malimbe,Malimbus malimbicus,LC,Malimbus_malimbicus
Southern Red-headed Weaver,Anaplectes rubriceps,LC,Anaplectes_rubriceps
Black-bellied Firefinch,Lagonosticta rara,LC,Lagonosticta_rara
Bar-breasted Firefinch,Lagonosticta rufopicta,LC,Lagonosticta_rufopicta
Brown Firefinch,Lagonosticta nitidula,LC,Lagonosticta_nitidula
Red-billed Firefinch,Lagonosticta senegala,LC,Lagonosticta_senegala
Rock Firefinch,Lagonosticta sanguinodorsalis,LC,Lagonosticta_sanguinodorsalis
Chad Firefinch,Lagonosticta umbrinodorsalis,LC,Lagonosticta_umbrinodorsalis
Jameson's Firefinch,Lagonosticta rhodopareia,LC,Lagonosticta_rhodopareia
Mali Firefinch,Lagonosticta virata,LC,Lagonosticta_virata
African Firefinch,Lagonosticta rubricata,LC,Lagonosticta_rubricata
Ethiopian Firefinch,Lagonosticta larvata,LC,Lagonosticta_larvata
Brown Twinspot,Clytospiza monteiri,LC,Clytospiza_monteiri
Red-billed Pytilia,Pytilia lineata,LC,Pytilia_lineata
Red-winged Pytilia,Pytilia phoenicoptera,LC,Pytilia_phoenicoptera
Orange-winged Pytilia,Pytilia afra,LC,Pytilia_afra
Yellow-winged Pytilia,Pytilia hypogrammica,LC,Pytilia_hypogrammica
Green-winged Pytilia,Pytilia melba,LC,Pytilia_melba
Pink-throated Twinspot,Hypargos margaritatus,LC,Hypargos_margaritatus
Red-throated Twinspot,Hypargos niveoguttatus,LC,Hypargos_niveoguttatus
Dybowski's Twinspot,Euschistospiza dybowskii,LC,Euschistospiza_dybowskii
Dusky Twinspot,Euschistospiza cinereovinacea,LC,Euschistospiza_cinereovinacea
Purple Grenadier,Granatina ianthinogaster,LC,Uraeginthus_ianthinogaster
Blue-breasted Cordon-bleu,Uraeginthus angolensis,LC,Uraeginthus_angolensis
Red-cheeked Cordon-bleu,Uraeginthus bengalus,LC,Uraeginthus_bengalus
Blue-capped Cordon-bleu,Uraeginthus cyanocephalus,LC,Uraeginthus_cyanocephalus
Grant's Bluebill,Spermophaga poliogenys,LC,Spermophaga_poliogenys
Western Bluebill,Spermophaga haematina,LC,Spermophaga_haematina
Red-headed Bluebill,Spermophaga ruficapilla,LC,Spermophaga_ruficapilla
Black-bellied Seedcracker,Pyrenestes ostrinus,LC,Pyrenestes_ostrinus
Crimson Seedcracker,Pyrenestes sanguineus,LC,Pyrenestes_sanguineus
Lesser Seedcracker,Pyrenestes minor,LC,Pyrenestes_minor
Lavender Waxbill,Estrilda coerulescens,LC,Estrilda_caerulescens
Black-tailed Waxbill,Estrilda perreini,LC,Estrilda_perreini
Cinderella Waxbill,Estrilda thomensis,LC,Estrilda_thomensis
Anambra Waxbill,Estrilda poliopareia,NT,Estrilda_poliopareia
Fawn-breasted Waxbill,Estrilda paludicola,LC,Estrilda_paludicola
Orange-cheeked Waxbill,Estrilda melpoda,LC,Estrilda_melpoda
Crimson-rumped Waxbill,Estrilda rhodopyga,LC,Estrilda_rhodopyga
Arabian Waxbill,Estrilda rufibarba,LC,Estrilda_rufibarba
Black-rumped Waxbill,Estrilda troglodytes,LC,Estrilda_troglodytes
Common Waxbill,Estrilda astrild,LC,Estrilda_astrild
Black-lored Waxbill,Estrilda nigriloris,DD,Estrilda_nigriloris
Black-crowned Waxbill,Estrilda nonnula,LC,Estrilda_nonnula
Black-headed Waxbill,Estrilda atricapilla,LC,Estrilda_atricapilla
Kandt's Waxbill,Estrilda kandti,LC,Estrilda_kandti
Black-cheeked Waxbill,Estrilda charmosyna,LC,Estrilda_charmosyna
Black-faced Waxbill,Estrilda erythronotos,LC,Estrilda_erythronotos
Green Twinspot,Mandingoa nitidula,LC,Mandingoa_nitidula
Red-faced Crimsonwing,Cryptospiza reichenovii,LC,Cryptospiza_reichenovii
Abyssinian Crimsonwing,Cryptospiza salvadorii,LC,Cryptospiza_salvadorii
Dusky Crimsonwing,Cryptospiza jacksoni,LC,Cryptospiza_jacksoni
Shelley's Crimsonwing,Cryptospiza shelleyi,EN,Cryptospiza_shelleyi
Swee Waxbill,Coccopygia melanotis,LC,Estrilda_melanotis
Yellow-bellied Waxbill,Coccopygia quartinia,LC,Estrilda_quartinia
Shelley's Oliveback,Nesocharis shelleyi,LC,Nesocharis_shelleyi
White-collared Oliveback,Nesocharis ansorgei,LC,Nesocharis_ansorgei
Grey-headed Oliveback,Nesocharis capistrata,LC,Nesocharis_capistrata
White-breasted Nigrita,Nigrita fusconotus,LC,Nigrita_fusconotus
Chestnut-breasted Nigrita,Nigrita bicolor,LC,Nigrita_bicolor
Pale-fronted Nigrita,Nigrita luteifrons,LC,Nigrita_luteifrons
Grey-headed Nigrita,Nigrita canicapillus,LC,Nigrita_canicapillus
Woodhouse's Antpecker,Parmoptila woodhousei,LC,Parmoptila_woodhousei
Red-fronted Antpecker,Parmoptila rubrifrons,NT,Parmoptila_rubrifrons
Jameson's Antpecker,Parmoptila jamesoni,LC,Parmoptila_jamesoni
Red-headed Finch,Amadina erythrocephala,LC,Amadina_erythrocephala
Cut-throat Finch,Amadina fasciata,LC,Amadina_fasciata
African Quailfinch,Ortygospiza atricollis,LC,Ortygospiza_atricollis
Red Avadavat,Amandava amandava,LC,Amandava_amandava
Green Avadavat,Amandava formosa,VU,Amandava_formosa
Zebra Waxbill,Amandava subflava,LC,Amandava_subflava
Locust Finch,Paludipasser locustella,LC,Ortygospiza_locustella
Grey-headed Silverbill,Odontospiza griseicapilla,LC,Lonchura_griseicapilla
Madagascar Munia,Lepidopygia nana,LC,Lonchura_nana
African Silverbill,Euodice cantans,LC,Lonchura_cantans
White-rumped Munia,Lonchura striata,LC,Lonchura_striata
Javan Munia,Lonchura leucogastroides,LC,Lonchura_leucogastroides
Dusky Munia,Lonchura fuscans,LC,Lonchura_fuscans
Black-faced Munia,Lonchura molucca,LC,Lonchura_molucca
Scaly-breasted Munia,Lonchura punctulata,LC,Lonchura_punctulata
Black-throated Munia,Lonchura kelaarti,LC,Lonchura_kelaarti
White-bellied Munia,Lonchura leucogastra,LC,Lonchura_leucogastra
Streak-headed Mannikin,Lonchura tristissima,LC,Lonchura_tristissima
White-spotted Mannikin,Lonchura leucosticta,LC,Lonchura_leucosticta
Five-coloured Munia,Lonchura quinticolor,LC,Lonchura_quinticolor
Tricoloured Munia,Lonchura malacca,LC,Lonchura_malacca
Chestnut Munia,Lonchura atricapilla,LC,Lonchura_atricapilla
White-capped Munia,Lonchura ferruginosa,LC,Lonchura_ferruginosa
White-headed Munia,Lonchura maja,LC,Lonchura_maja
Pale-headed Munia,Lonchura pallida,LC,Lonchura_pallida
Great-billed Mannikin,Lonchura grandis,LC,Lonchura_grandis
Grey-banded Mannikin,Lonchura vana,VU,Lonchura_vana
Grey-headed Mannikin,Lonchura caniceps,LC,Lonchura_caniceps
Grey-crowned Mannikin,Lonchura nevermanni,LC,Lonchura_nevermanni
Hooded Mannikin,Lonchura spectabilis,LC,Lonchura_spectabilis
New Ireland Mannikin,Lonchura forbesi,LC,Lonchura_forbesi
Hunstein's Mannikin,Lonchura hunsteini,LC,Lonchura_hunsteini
Yellow-rumped Mannikin,Lonchura flaviprymna,LC,Lonchura_flaviprymna
Chestnut-breasted Mannikin,Lonchura castaneothorax,LC,Lonchura_castaneothorax
Black Mannikin,Lonchura stygia,NT,Lonchura_stygia
Black-breasted Mannikin,Lonchura teerinki,LC,Lonchura_teerinki
Alpine Mannikin,Lonchura monticola,LC,Lonchura_monticola
Snow Mountain Mannikin,Lonchura montana,LC,Lonchura_montana
Buff-bellied Mannikin,Lonchura melaena,LC,Lonchura_melaena
Timor Sparrow,Lonchura fuscata,NT,Padda_fuscata
Java Sparrow,Lonchura oryzivora,EN,Padda_oryzivora
Pictorella Mannikin,Heteromunia pectoralis,LC,Heteromunia_pectoralis
Beautiful Firetail,Stagonopleura bella,LC,Stagonopleura_bella
Red-eared Firetail,Stagonopleura oculata,LC,Stagonopleura_oculata
Diamond Firetail,Stagonopleura guttata,LC,Stagonopleura_guttata
Mountain Firetail,Oreostruthus fuliginosus,LC,Oreostruthus_fuliginosus
Painted Finch,Emblema pictum,LC,Emblema_pictum
Red-browed Finch,Neochmia temporalis,LC,Neochmia_temporalis
Black-bellied Crimson Finch,Neochmia phaeton,LC,Neochmia_phaeton
Star Finch,Neochmia ruficauda,LC,Neochmia_ruficauda
Plum-headed Finch,Neochmia modesta,LC,Neochmia_modesta
Masked Finch,Poephila personata,LC,Poephila_personata
Long-tailed Finch,Poephila acuticauda,LC,Poephila_acuticauda
Black-throated Finch,Poephila cincta,LC,Poephila_cincta
Timor Zebra Finch,Taeniopygia guttata,LC,Taeniopygia_guttata
Double-barred Finch,Taeniopygia bichenovii,LC,Taeniopygia_bichenovii
Tawny-breasted Parrotfinch,Erythrura hyperythra,LC,Erythrura_hyperythra
Pin-tailed Parrotfinch,Erythrura prasina,LC,Erythrura_prasina
Green-faced Parrotfinch,Erythrura viridifacies,VU,Erythrura_viridifacies
Tricoloured Parrotfinch,Erythrura tricolor,LC,Erythrura_tricolor
Red-eared Parrotfinch,Erythrura coloria,NT,Erythrura_coloria
Blue-faced Parrotfinch,Erythrura trichroa,LC,Erythrura_trichroa
Papuan Parrotfinch,Erythrura papuana,LC,Erythrura_papuana
Red-throated Parrotfinch,Erythrura psittacea,LC,Erythrura_psittacea
Red-headed Parrotfinch,Erythrura cyaneovirens,NT,Erythrura_cyaneovirens
Fiji Parrotfinch,Erythrura pealii,LC,Erythrura_pealii
Pink-billed Parrotfinch,Erythrura kleinschmidti,VU,Erythrura_kleinschmidti
Gouldian Finch,Chloebia gouldiae,NT,Erythrura_gouldiae
Pin-tailed Whydah,Vidua macroura,LC,Vidua_macroura
Long-tailed Paradise-whydah,Vidua paradisaea,LC,Vidua_paradisaea
Broad-tailed Paradise-whydah,Vidua obtusa,LC,Vidua_obtusa
Sahel Paradise-whydah,Vidua orientalis,LC,Vidua_orientalis
Exclamatory Paradise-whydah,Vidua interjecta,LC,Vidua_interjecta
Steel-blue Whydah,Vidua hypocherina,LC,Vidua_hypocherina
Shaft-tailed Whydah,Vidua regia,LC,Vidua_regia
Straw-tailed Whydah,Vidua fischeri,LC,Vidua_fischeri
Togo Paradise-whydah,Vidua togoensis,LC,Vidua_togoensis
Wilson's Indigobird,Vidua wilsoni,LC,Vidua_wilsoni
Barka Indigobird,Vidua larvaticola,LC,Vidua_larvaticola
Jos Plateau Indigobird,Vidua maryae,LC,Vidua_maryae
Cameroon Indigobird,Vidua camerunensis,LC,Vidua_camerunensis
Quailfinch Indigobird,Vidua nigeriae,LC,Vidua_nigeriae
Jambandu Indigobird,Vidua raricola,LC,Vidua_raricola
Green Indigobird,Vidua codringtoni,LC,Vidua_codringtoni
Dusky Indigobird,Vidua funerea,LC,Vidua_funerea
Village Indigobird,Vidua chalybeata,LC,Vidua_chalybeata
Purple Indigobird,Vidua purpurascens,LC,Vidua_purpurascens
Cuckoo-finch,Anomalospiza imberbis,LC,Anomalospiza_imberbis
Saxaul Sparrow,Passer ammodendri,LC,Passer_ammodendri
House Sparrow,Passer domesticus,LC,Passer_domesticus
Spanish Sparrow,Passer hispaniolensis,LC,Passer_hispaniolensis
Sind Sparrow,Passer pyrrhonotus,LC,Passer_pyrrhonotus
Somali Sparrow,Passer castanopterus,LC,Passer_castanopterus
Russet Sparrow,Passer cinnamomeus,LC,Passer_rutilans
Plain-backed Sparrow,Passer flaveolus,LC,Passer_flaveolus
Dead Sea Sparrow,Passer moabiticus,LC,Passer_moabiticus
Cape Verde Sparrow,Passer iagoensis,LC,Passer_iagoensis
Great Sparrow,Passer motitensis,LC,Passer_motitensis
Socotra Sparrow,Passer insularis,LC,Passer_insularis
Abd al Kuri Sparrow,Passer hemileucus,VU,Passer_hemileucus
Kordofan Sparrow,Passer cordofanicus,LC,Passer_cordofanicus
White Nile Sparrow,Passer shelleyi,LC,Passer_shelleyi
Kenya Sparrow,Passer rufocinctus,LC,Passer_rufocinctus
Cape Sparrow,Passer melanurus,LC,Passer_melanurus
Swainson's Sparrow,Passer swainsonii,LC,Passer_swainsonii
Parrot-billed Sparrow,Passer gongonensis,LC,Passer_gongonensis
Swahili Sparrow,Passer suahelicus,LC,Passer_suahelicus
Northern Grey-headed Sparrow,Passer griseus,LC,Passer_griseus
Southern Grey-headed Sparrow,Passer diffusus,LC,Passer_diffusus
Desert Sparrow,Passer simplex,LC,Passer_simplex
Eurasian Tree Sparrow,Passer montanus,LC,Passer_montanus
Sudan Golden Sparrow,Passer luteus,LC,Passer_luteus
Arabian Golden Sparrow,Passer euchlorus,LC,Passer_euchlorus
Chestnut Sparrow,Passer eminibey,LC,Passer_eminibey
Rock Sparrow,Petronia petronia,LC,Petronia_petronia
White-winged Snowfinch,Montifringilla nivalis,LC,Montifringilla_nivalis
Black-winged Snowfinch,Montifringilla adamsi,LC,Montifringilla_adamsi
White-rumped Snowfinch,Onychostruthus taczanowskii,LC,Montifringilla_taczanowskii
Rufous-necked Snowfinch,Pyrgilauda ruficollis,LC,Montifringilla_ruficollis
Small Snowfinch,Pyrgilauda davidiana,LC,Montifringilla_davidiana
Plain-backed Snowfinch,Pyrgilauda blanfordi,LC,Montifringilla_blanfordi
Afghan Snowfinch,Pyrgilauda theresae,LC,Montifringilla_theresae
Cinnamon Ibon,Hypocryptadius cinnamomeus,LC,Hypocryptadius_cinnamomeus
Forest Wagtail,Dendronanthus indicus,LC,Dendronanthus_indicus
Sokoke Pipit,Anthus sokokensis,EN,Anthus_sokokensis
Short-tailed Pipit,Anthus brachyurus,LC,Anthus_brachyurus
Bush Pipit,Anthus caffer,LC,Anthus_caffer
Pechora Pipit,Anthus gustavi,LC,Anthus_gustavi
Tree Pipit,Anthus trivialis,LC,Anthus_trivialis
Olive-backed Pipit,Anthus hodgsoni,LC,Anthus_hodgsoni
Red-throated Pipit,Anthus cervinus,LC,Anthus_cervinus
Rosy Pipit,Anthus roseatus,LC,Anthus_roseatus
Buff-bellied Pipit,Anthus rubescens,LC,Anthus_rubescens
Meadow Pipit,Anthus pratensis,NT,Anthus_pratensis
Water Pipit,Anthus spinoletta,LC,Anthus_spinoletta
Rock Pipit,Anthus petrosus,LC,Anthus_petrosus
Short-billed Pipit,Anthus furcatus,LC,Anthus_furcatus
Yellowish Pipit,Anthus lutescens,LC,Anthus_lutescens
Pampas Pipit,Anthus chacoensis,LC,Anthus_chacoensis
Sprague's Pipit,Anthus spragueii,VU,Anthus_spragueii
Hellmayr's Pipit,Anthus hellmayri,LC,Anthus_hellmayri
Paramo Pipit,Anthus bogotensis,LC,Anthus_bogotensis
Ochre-breasted Pipit,Anthus nattereri,VU,Anthus_nattereri
Correndera Pipit,Anthus correndera,LC,Anthus_correndera
South Georgia Pipit,Anthus antarcticus,NT,Anthus_antarcticus
Upland Pipit,Anthus sylvanus,LC,Anthus_sylvanus
Nilgiri Pipit,Anthus nilghiriensis,VU,Anthus_nilghiriensis
Mountain Pipit,Anthus hoeschi,NT,Anthus_hoeschi
Yellow-tufted Pipit,Anthus crenatus,NT,Anthus_crenatus
Striped Pipit,Anthus lineiventris,LC,Anthus_lineiventris
Richard's Pipit,Anthus richardi,LC,Anthus_richardi
Paddyfield Pipit,Anthus rufulus,LC,Anthus_rufulus
Australasian Pipit,Anthus novaeseelandiae,LC,Anthus_novaeseelandiae
Blyth's Pipit,Anthus godlewskii,LC,Anthus_godlewskii
Plain-backed Pipit,Anthus leucophrys,LC,Anthus_leucophrys
Berthelot's Pipit,Anthus berthelotii,LC,Anthus_berthelotii
Tawny Pipit,Anthus campestris,LC,Anthus_campestris
Buffy Pipit,Anthus vaalensis,LC,Anthus_vaalensis
Long-billed Pipit,Anthus similis,LC,Anthus_similis
Malindi Pipit,Anthus melindae,LC,Anthus_melindae
Long-legged Pipit,Anthus pallidiventris,LC,Anthus_pallidiventris
Alpine Pipit,Anthus gutturalis,LC,Anthus_gutturalis
Madanga,Madanga ruficollis,EN,Madanga_ruficollis
Abyssinian Longclaw,Macronyx flavicollis,NT,Macronyx_flavicollis
Cape Longclaw,Macronyx capensis,LC,Macronyx_capensis
Yellow-throated Longclaw,Macronyx croceus,LC,Macronyx_croceus
Pangani Longclaw,Macronyx aurantiigula,LC,Macronyx_aurantiigula
Rosy-throated Longclaw,Macronyx ameliae,LC,Macronyx_ameliae
Grimwood's Longclaw,Macronyx grimwoodi,DD,Macronyx_grimwoodi
Sharpe's Longclaw,Macronyx sharpei,EN,Macronyx_sharpei
Yellow-breasted Pipit,Hemimacronyx chloris,VU,Anthus_chloris
Golden Pipit,Tmetothylacus tenellus,LC,Tmetothylacus_tenellus
Madagascar Wagtail,Motacilla flaviventris,LC,Motacilla_flaviventris
Mountain Wagtail,Motacilla clara,LC,Motacilla_clara
Cape Wagtail,Motacilla capensis,LC,Motacilla_capensis
Western Yellow Wagtail,Motacilla flava,LC,Motacilla_flava
African Pied Wagtail,Motacilla aguimp,LC,Motacilla_aguimp
Grey Wagtail,Motacilla cinerea,LC,Motacilla_cinerea
Citrine Wagtail,Motacilla citreola,LC,Motacilla_citreola
White-browed Wagtail,Motacilla maderaspatensis,LC,Motacilla_madaraspatensis
Mekong Wagtail,Motacilla samveasnae,NT,Motacilla_samveasnae
Japanese Wagtail,Motacilla grandis,LC,Motacilla_grandis
White Wagtail,Motacilla alba,LC,Motacilla_alba
Sao Tome Short-tail,Amaurocichla bocagii,VU,Amaurocichla_bocagei
Common Chaffinch,Fringilla coelebs,LC,Fringilla_coelebs
Tenerife Blue Chaffinch,Fringilla teydea,NT,Fringilla_teydea
Brambling,Fringilla montifringilla,LC,Fringilla_montifringilla
Yellow-collared Chlorophonia,Chlorophonia flavirostris,LC,Chlorophonia_flavirostris
Blue-naped Chlorophonia,Chlorophonia cyanea,LC,Chlorophonia_cyanea
Chestnut-breasted Chlorophonia,Chlorophonia pyrrhophrys,LC,Chlorophonia_pyrrhophrys
Blue-crowned Chlorophonia,Chlorophonia occipitalis,LC,Chlorophonia_occipitalis
Golden-browed Chlorophonia,Chlorophonia callophrys,LC,Chlorophonia_callophrys
Jamaican Euphonia,Euphonia jamaica,LC,Euphonia_jamaica
Plumbeous Euphonia,Euphonia plumbea,LC,Euphonia_plumbea
Scrub Euphonia,Euphonia affinis,LC,Euphonia_affinis
Yellow-crowned Euphonia,Euphonia luteicapilla,LC,Euphonia_luteicapilla
Purple-throated Euphonia,Euphonia chlorotica,LC,Euphonia_chlorotica
Trinidad Euphonia,Euphonia trinitatis,LC,Euphonia_trinitatis
Velvet-fronted Euphonia,Euphonia concinna,LC,Euphonia_concinna
Orange-crowned Euphonia,Euphonia saturata,LC,Euphonia_saturata
Finsch's Euphonia,Euphonia finschi,LC,Euphonia_finschi
Violaceous Euphonia,Euphonia violacea,LC,Euphonia_violacea
Thick-billed Euphonia,Euphonia laniirostris,LC,Euphonia_laniirostris
Yellow-throated Euphonia,Euphonia hirundinacea,LC,Euphonia_hirundinacea
Green-throated Euphonia,Euphonia chalybea,NT,Euphonia_chalybea
Elegant Euphonia,Euphonia elegantissima,LC,Euphonia_elegantissima
Golden-rumped Euphonia,Euphonia cyanocephala,LC,Euphonia_cyanocephala
Hispaniolan Euphonia,Euphonia musica,LC,Euphonia_musica
Fulvous-vented Euphonia,Euphonia fulvicrissa,LC,Euphonia_fulvicrissa
Spot-crowned Euphonia,Euphonia imitans,LC,Euphonia_imitans
Olive-backed Euphonia,Euphonia gouldi,LC,Euphonia_gouldi
White-lored Euphonia,Euphonia chrysopasta,LC,Euphonia_chrysopasta
Bronze-green Euphonia,Euphonia mesochrysa,LC,Euphonia_mesochrysa
White-vented Euphonia,Euphonia minuta,LC,Euphonia_minuta
Tawny-capped Euphonia,Euphonia anneae,LC,Euphonia_anneae
Orange-bellied Euphonia,Euphonia xanthogaster,LC,Euphonia_xanthogaster
Rufous-bellied Euphonia,Euphonia rufiventris,LC,Euphonia_rufiventris
Chestnut-bellied Euphonia,Euphonia pectoralis,LC,Euphonia_pectoralis
Golden-sided Euphonia,Euphonia cayennensis,LC,Euphonia_cayennensis
Black-and-yellow Grosbeak,Mycerobas icterioides,LC,Mycerobas_icterioides
Collared Grosbeak,Mycerobas affinis,LC,Mycerobas_affinis
Spot-winged Grosbeak,Mycerobas melanozanthos,LC,Mycerobas_melanozanthos
White-winged Grosbeak,Mycerobas carnipes,LC,Mycerobas_carnipes
Evening Grosbeak,Hesperiphona vespertina,VU,Coccothraustes_vespertinus
Hooded Grosbeak,Hesperiphona abeillei,LC,Coccothraustes_abeillei
Hawfinch,Coccothraustes coccothraustes,LC,Coccothraustes_coccothraustes
Chinese Grosbeak,Eophona migratoria,LC,Eophona_migratoria
Japanese Grosbeak,Eophona personata,LC,Eophona_personata
Poo-uli,Melamprosops phaeosoma,CR (PE),Melamprosops_phaeosoma
Oahu Alauahio,Paroreomyza maculata,CR (PE),Paroreomyza_maculata
Maui Alauahio,Paroreomyza montana,EN,Paroreomyza_montana
Akikiki,Oreomystis bairdi,CR,Oreomystis_bairdi
Laysan Finch,Telespiza cantans,VU,Telespiza_cantans
Nihoa Finch,Telespiza ultima,CR,Telespiza_ultima
Palila,Loxioides bailleui,CR,Loxioides_bailleui
Ou,Psittirostra psittacea,CR (PE),Psittirostra_psittacea
Oahu Nukupuu,Hemignathus lucidus,EX,Hemignathus_lucidus
Akiapolaau,Hemignathus wilsoni,EN,Hemignathus_munroi
Maui Parrotbill,Pseudonestor xanthophrys,CR,Pseudonestor_xanthophrys
Anianiau,Magumma parva,VU,Hemignathus_parvus
Hawaii Creeper,Manucerthia mana,EN,Oreomystis_mana
Akekee,Loxops caeruleirostris,CR,Loxops_caeruleirostris
Hawaii Akepa,Loxops coccineus,EN,Loxops_coccineus
Kauai Amakihi,Chlorodrepanis stejnegeri,VU,Hemignathus_kauaiensis
Oahu Amakihi,Chlorodrepanis flava,VU,Hemignathus_flavus
Iiwi,Drepanis coccinea,VU,Vestiaria_coccinea
Apapane,Himatione sanguinea,LC,Himatione_sanguinea
Akohekohe,Palmeria dolei,CR,Palmeria_dolei
Common Rosefinch,Carpodacus erythrinus,LC,Carpodacus_erythrinus
Scarlet Finch,Carpodacus sipahi,LC,Haematospiza_sipahi
Red-mantled Rosefinch,Carpodacus rhodochlamys,LC,Carpodacus_rhodochlamys
Pink-rumped Rosefinch,Carpodacus waltoni,LC,Carpodacus_eos
Beautiful Rosefinch,Carpodacus pulcherrimus,LC,Carpodacus_pulcherrimus
Dark-rumped Rosefinch,Carpodacus edwardsii,LC,Carpodacus_edwardsii
Pink-browed Rosefinch,Carpodacus rodochroa,LC,Carpodacus_rodochroa
Spot-winged Rosefinch,Carpodacus rodopeplus,LC,Carpodacus_rodopeplus
Vinaceous Rosefinch,Carpodacus vinaceus,LC,Carpodacus_vinaceus
Sinai Rosefinch,Carpodacus synoicus,LC,Carpodacus_synoicus
Pale Rosefinch,Carpodacus stoliczkae,LC,Carpodacus_synoicus
Tibetan Rosefinch,Carpodacus roborowskii,LC,Carpodacus_roborowskii
Streaked Rosefinch,Carpodacus rubicilloides,LC,Carpodacus_rubicilloides
Great Rosefinch,Carpodacus rubicilla,LC,Carpodacus_rubicilla
Long-tailed Rosefinch,Carpodacus sibiricus,LC,Uragus_sibiricus
Red-fronted Rosefinch,Carpodacus puniceus,LC,Carpodacus_puniceus
Crimson-browed Finch,Carpodacus subhimachalus,LC,Pinicola_subhimachala
Pallas's Rosefinch,Carpodacus roseus,LC,Carpodacus_roseus
Three-banded Rosefinch,Carpodacus trifasciatus,LC,Carpodacus_trifasciatus
Himalayan White-browed Rosefinch,Carpodacus thura,LC,Carpodacus_thura
Pine Grosbeak,Pinicola enucleator,LC,Pinicola_enucleator
Brown Bullfinch,Pyrrhula nipalensis,LC,Pyrrhula_nipalensis
White-cheeked Bullfinch,Pyrrhula leucogenis,LC,Pyrrhula_leucogenis
Orange Bullfinch,Pyrrhula aurantiaca,LC,Pyrrhula_aurantiaca
Red-headed Bullfinch,Pyrrhula erythrocephala,LC,Pyrrhula_erythrocephala
Grey-headed Bullfinch,Pyrrhula erythaca,LC,Pyrrhula_erythaca
Azores Bullfinch,Pyrrhula murina,VU,Pyrrhula_murina
Eurasian Bullfinch,Pyrrhula pyrrhula,LC,Pyrrhula_pyrrhula
Eurasian Crimson-winged Finch,Rhodopechys sanguineus,LC,Rhodopechys_sanguineus
Trumpeter Finch,Bucanetes githagineus,LC,Bucanetes_githagineus
Mongolian Finch,Bucanetes mongolicus,LC,Eremopsaltria_mongolicus
Spectacled Finch,Callacanthis burtoni,LC,Callacanthis_burtoni
Gold-naped Finch,Pyrrhoplectes epauletta,LC,Pyrrhoplectes_epauletta
Dark-breasted Rosefinch,Procarduelis nipalensis,LC,Carpodacus_nipalensis
Plain Mountain-finch,Leucosticte nemoricola,LC,Leucosticte_nemoricola
